caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A railroad train rides down the tracks near buildings. ,9,174,174,0,5,11,87
The stop sign has stenciled spray paint on it. ,9,162,162,12,5,51,544
"A red stop sign with the word "" Hammer Time "". written on it.",14,210,210,0,5,42,770
A stop sign that is displaying a different meaning than the original one.,13,222,210,0,4,544,6237
some road signs showing the instructions on the road,9,150,138,0,3,143,407
a stop sign with hammertime written on it,8,150,150,0,5,63,439
Someone is standing near a train that is parked. ,9,198,198,0,5,144,465
A train parked inside of a train station next to a person.,12,210,186,0,5,7,6
A long locomotive train parked in a station next to a person.,12,210,186,0,5,11,8
a woman stands next to a parked train ,8,150,138,0,5,24,162
a person standing next to a green and black train,10,198,186,0,6,84,373
A train speeding along the railroad tracks during the day.,10,186,174,0,5,33,245
A train with mirrors on the outside sits on some tracks.,11,186,186,0,5,27,49
This is a train on the tracks that is filled with doors for houses. ,14,234,234,0,4,161,1273
A train has oval like mirrors on the sides.,9,162,162,0,5,26,409
A train car parked next to a tree on tracks.,10,174,162,0,5,91,408
A red stop sign sitting on top of a green planter.,11,186,174,0,5,99,934
A stop sign with dirty edges at a cross walk of a street.,13,198,174,0,3,46,628
A large stop sign is set against city buildings.,9,174,174,0,5,16,107
A large red stop sign on a street.,8,138,126,0,3,25,135
a old rusty stop sign out sign some buildings.,9,150,150,0,3,1897,9704
there is a large building under construction and many parking meters,11,174,174,0,3,62,287
Many parking meters line the street near a building under construction.,11,186,186,0,5,17,243
A row of parking meters on a curb side.,9,150,138,0,3,84,285
Numerous parking meters along the side of a street.,9,150,150,0,3,70,194
The street is lined with parking meters. ,7,138,138,0,4,19,218
A colorful chain with a note attached is wrapped around a parking meter's post.,14,222,198,12,4,2,11
A parking meter has some colored wrap around the pole,10,162,162,0,3,550,4613
A parking meter with a note attached to it.,9,150,138,0,3,245,1978
A knit cover and note hang below a parking meter. ,10,174,162,0,5,21,167
A close up photo of a parking meter.,8,138,126,0,3,236,2148
Girl bending down with hand bag on her shoulder petting two dogs.,12,210,210,0,5,2,22
A girl kneels down to pet two dogs.,8,174,174,0,6,112,336
A black and white photo of a girl petting three dogs.,11,198,186,0,6,496,2110
A child petting two dogs on the side of the street,11,186,174,0,5,40,594
A little girl kneeling down to pet two dogs on a leash.,12,222,210,0,4,404,8219
A woman wearing a dress and holding an umbrella.,9,174,162,0,6,19,297
The woman in the pink skirt is holding an umbrella. ,10,174,162,0,4,8,48
The woman is walking carefully through the leaves.,8,174,162,0,5,69,681
A woman in a dress has a handbag and is holding an umbrella.,13,234,210,0,6,1,12
A young female in a pink skirt is holding an umbrella.,11,186,174,0,4,5,49
A cat sleeping on top of a closed suit case.,10,174,162,0,5,15,34
there is a cat laying on top of luggage,9,162,162,0,5,24,1181
A cat sleeping on top of a suitcase ,8,150,138,0,5,25,65
The brown cat is lying on a luggage bag.,9,174,174,0,5,41,119
a cat sleeping on top of a black suitcase ,9,162,150,0,5,45,123
A brown dog sitting in a mans back pack.,9,162,150,0,5,64,161
A dog peeks out from the backpack of a man at the airport,13,222,198,0,5,293,3275
Man with a backpack carrying his dog in the pouch.,10,162,162,0,3,328,1141
Man starting to climb steps with dog's head sticking out of backpack.,12,234,234,0,5,1566,9775
A person in a subway station with a dog in a backpack.,12,186,132,0,3,96,703
A black and white cat sitting on top of a wooden chair.,12,222,210,0,6,72,154
A white and gray cat sitting on a wooden bench,10,198,186,0,6,0,4
a cat sitting on a chair looking at the ground ,10,174,162,0,5,4,30
A small cat sits on a wooden bench watching the ground.,11,198,186,0,5,0,8
A cat sitting on a chair looking down.,8,162,150,0,5,644,5570
A small cat sitting on top of a couch looking out a window at another cat.,16,258,228,0,5,13,89
Two orange cats in windows in buildings across from one another.,11,174,174,0,3,12,69
A cat peeking around a curtain at a cat across the way in a window.,15,234,192,0,5,81,824
A cat staring out a window at another cat.,9,162,144,0,5,22,53
Tow cats laying down looking out of the windows.,9,174,174,0,5,58,222
A dark cat hiding in between a laptop. ,8,150,138,0,5,42,159
A cat is laying inside of a half open lap top.,11,210,198,0,5,30,66
A cat laying with a laptop on a table.,9,174,150,0,5,9,210
A cat lies on a laptop between the keyboard and the cover.,12,210,186,0,5,17,144
A cat that is laying on top of a laptop.,10,198,186,0,5,10,101
A large group of animals standing in a large grassy field.,11,186,162,0,5,9,60
The herd of cattle stand beneath the overcast sky.,9,162,150,0,5,6,61
A herd of cows in a field on a cloudy day.,11,174,150,0,3,36,142
A herd of cattle grazing in a field ,8,150,138,0,5,6,22
Many livestock grazing in a field under a cloudy sky. ,10,186,174,0,5,14,161
There is a cat laying down on a keyboard.,9,174,162,0,5,2815,6982
a cat laying on a computer keyboard and a monitor near by,12,210,186,0,5,0,4
A white and black cat laying on a keyboard.,9,186,174,0,6,1,28
a white and brown cat is laying on top of a keyboard,12,210,198,0,5,17,74
A cat that is laying on the side of a computer.,11,210,198,0,5,5,98
A sail boat stuck in the sand on the beach,10,186,174,0,5,9,36
A boat that is on a beach by the ocean.,10,174,162,0,4,0,2
A boat sitting on top of a beach next to the ocean.,12,198,186,0,5,1,10
A sail boat sitting on the sand at the beach,10,186,174,0,5,15,39
THERE IS A BOAT THAT IS SITTING ALONG SIDE THE BEACH SHORE ,12,222,222,0,5,204,632
A woman in lingerie is laying on a soft bed.,10,186,174,0,5,0,2
A woman in lingerie laying on a bed.,8,150,138,0,5,0,0
A woman in lingerie is bound to a bed.,9,162,150,18,4,362,3008
Young woman erotically bound on top of bed.,8,162,162,72,5,3544,15621
A woman lays on a bed in her underwear.,9,174,162,0,5,6,14
A zebra grazing on a dry grass field next to elephants.,11,186,174,0,5,1,281
A zebra and elephants in a grassy area with sky in the background.,13,198,186,0,3,50,135
A zebra and two elephants are on a grassy field.,10,162,150,0,3,14,108
A zebra grazing in a field with elephants,8,150,138,0,5,1,126
a pregnant zebra eating grass close to two elephants ,9,150,150,0,3,2,98
A herd of elephants splashing and playing in a river.,10,198,186,0,6,5,10
A herd of elephants cross a shallow river.,8,138,126,0,3,0,9
A herd of elephants are walking through a river.,9,174,162,0,5,5,12
Elephants line up in a river to take a drink,10,210,198,0,6,333,1936
A herd of elephants is moving across a stream.,9,174,162,0,5,16,28
"A woman with a cigarette standing, while a group of people with luggage walk towards a bus.",17,270,216,0,5,77,407
A crowd of people outside a terminal boarding buses.,9,150,138,0,3,39,198
A woman is having a smoke while waiting for the bus.,11,210,198,0,6,129,496
A group of people standing in a large building.,9,162,150,0,5,1230,5445
Buses lined up letting people aboard them. ,7,150,150,0,6,1793,9503
An elephant walking across a green grass covered field.,9,186,186,0,5,21,104
A brown elephant is walking along the grass.,8,162,162,0,5,12,25
An elephant walking alone in a grassy area.,8,162,162,0,5,12,16
An elephant walking on a grassy area during the day. ,10,186,186,0,5,9,91
An elephant walking along a trail next to a grass field.,11,186,174,0,5,27,181
A mother and baby elephant walking in green grass in front of a bond.,14,234,222,6,5,125,543
A mother elephant and her baby are in a grassy enclosure.,11,174,162,0,3,14,80
A couple of elephants walking across a lush green field.,10,174,162,0,5,0,3
Mother and child elephant in a fenced pastoral field.,9,162,162,0,5,1964,12986
Two large brown elephants walking in a grassy field. ,9,162,162,0,5,8,24
Two elephants in a field rubbing their trunks on each other.,11,174,174,0,4,138,1283
Two African elephants greeting each other with their trunks.,9,162,162,0,5,45,165
Two tusked elephants fighting on grass in the wild.,9,174,174,0,5,6,47
The elephants are touching each other with their trunks.,9,174,174,0,5,130,1158
Two elephants standing in a field going nose to nose.,10,210,210,0,5,261,2546
these people are walking together down a road,8,174,174,0,5,44,246
Three men who are walking in the sand.,8,174,174,0,5,34,207
A group of people walking down a road.,8,150,138,0,5,117,524
Three young people walking behind a large crowd.,8,150,150,0,5,5,73
A group of people are walking and one is holding an umbrella.,12,210,210,0,4,126,918
A decorated kite with tail flies in a gray sky. ,10,174,162,0,5,210,847
A painting of a blue fish flying through the canvas,10,174,162,0,5,821,5592
A blue kite is flying in the sky,8,162,162,0,5,114,208
"A brightly colored kite shaped like a fish flies in a clear sky,",13,222,198,0,5,99,361
A blue colorful kite flying through the gray sky.,9,162,162,0,5,339,1481
A woman holding a cigarette smiling at the camera on a sunny day.,13,210,186,0,5,96,716
a beautiful lady walking with a pink umbrella holding bottled water and a cigarette.,14,222,198,0,5,16,63
A dark skinned woman posses beneath an umbrella. ,8,162,162,0,5,3051,15262
A woman standing outside under a pink umbrella.,8,162,150,0,5,35,231
A woman with an umbrella on the street.,8,138,138,0,3,615,1678
A man standing behind a brown horse carrying lots of luggage.,11,186,174,0,5,40,123
A trail guide stands next to the loaded pack horse.,10,174,174,0,5,1263,7486
A man standing next to a donkey loaded with luggage ,10,174,162,0,5,276,1270
a man standing next to a horse in the woods,10,186,174,0,5,75,221
A man standing next to a donkey with a lot of baggage on it.,14,222,198,0,5,175,702
The large bear is looking in the direction of the camera.,11,198,174,0,5,198,1186
A white bear stalking in the tall grass,8,150,150,0,5,27,59
A large brown bear walking across a grassy field.,9,162,150,0,5,12,116
A large grizzly bear walking through tall grass.,8,150,150,0,5,7,34
a big grizzly bear looks toward the camersa,8,138,138,6,3,17,258
Large dog lying on couch with blanket in living room.,10,198,198,0,5,7,53
A dog laying on a couch in a living room.,10,174,150,0,5,1,10
a dog relaxing on the couch with a blanket,9,174,162,0,5,22,104
A dog curled up on a couch with blankets and pillows.,11,198,186,0,5,0,3
A dog lying on a couch with blankets and pillows.,10,174,162,0,5,1,1
a brown white and black dog is laying on a gray couch,12,246,234,0,6,0,1
a dog laying on a couch and covered with blankets ,10,246,234,0,12,243,2678
A dog sitting on a couch with several blankets.,9,162,150,0,5,1,20
A large brown dog laying on top of a blue couch.,11,186,174,0,5,0,9
A dog looks up while laying on a blue couch.,10,210,198,0,6,33,614
A panda bear sitting and eating a plant.,8,186,174,0,9,310,1297
A panda sitting in a field and eating.,8,174,162,0,6,341,1380
A panda bear sits on the ground by a tree.,10,186,174,0,5,6,3
A reclined panda bear is sitting by a bush.,9,174,162,0,5,1152,3834
A large panda sitting and eating a bamboo plant.,9,198,186,0,9,223,702
a dog is laying with a remote controller,8,162,150,0,5,4,6
A dog is laying down with the remote control.,9,186,186,0,5,3,5
A dog lies down holding a remote control in its paws.,11,210,198,0,7,13,164
The cog is getting cozy with the remote control.,9,186,174,0,5,4,21
A dog laying on its side with a remote control under its paw.,13,222,198,0,5,2,1
Dog smiles while sleeping in a bed room.,8,174,174,0,6,8,230
A large boxer dog takes a nap on the bed.,10,174,162,0,5,2,25
A dog sleeps on a bed with some blankets.,9,162,150,0,5,6,50
A dog sleeping on a bed on top of fluffy blankets.,11,198,186,0,5,6,27
A large dog sleeps on a duvet comforter. ,8,150,138,12,5,91,1004
Bears lope over the ground in a dry landscape.,9,174,174,12,5,215,606
"Two bears, one running on some rocky soil.",8,150,150,0,5,193,595
there are two brown bears together in the wild,9,162,162,0,5,4,38
The two bears are wondering about the point of the camera.,11,186,162,18,4,205,928
A bear that is running on some dirt.,8,174,174,0,5,1,14
A young man in a red shirt is throwing a frisbee.,11,186,162,0,4,18,38
A man gets ready to throw a frisbee in a park.,11,222,198,0,5,2,10
A man holding a frisbee with one hand in the grass.,11,186,174,0,5,350,496
A man in a red shirt tossing a white frisbee.,10,162,138,0,3,2,5
a man is about to throw a Frisbee in a grassy field,12,234,210,0,5,205,309
A man in holds a Frisbee in the parking lot by the river.,13,210,186,0,5,27,241
The man found the frisbee by the parked cars.,9,162,138,0,5,1185,5492
A man holding a frisbee in a parking lot near water. ,11,174,150,0,3,78,306
A man holding a white object in his hand.,9,162,150,0,5,512,1918
A man wearing a hat and holding an object in his hand.,12,222,210,0,6,376,1618
A man bending over in the woods with a frisbee in each hand.,13,234,222,0,5,9,27
A man standing in a wooden area with a frisbee in his hand. ,13,222,198,0,5,67,185
Man standing in wooded area playing with flying discs.,9,162,162,0,5,142,463
a person with a frisbe near many trees ,8,138,126,0,3,34,291
The man in the green hat and shirt is holding two Frisbees. ,12,198,186,0,4,271,723
A brown horse with blonde hair standing in an open field.,11,186,186,0,5,5,59
A brown horse walking outside in the grass,8,162,162,0,5,0,0
A lone horse walking through a grassy field.,8,150,138,0,5,4,77
A brown horse with a white mane is on the grass.,11,174,162,0,3,2,20
A single horse trotting around in a field.,8,162,150,0,5,6,38
A woman exercising a brown horse in a riding ring.,10,174,150,0,5,69,237
A woman is in a barn with a brown horse.,10,174,150,0,5,335,3424
A woman training her beautiful brown horse. ,7,126,126,0,3,61,207
A woman with a brown horse in a dirt area of building.,12,186,162,0,3,403,925
A woman and a horse in a barn with dirt floor.,11,174,150,0,3,413,2172
A white piece of cake sitting on top of a plate.,11,186,156,0,5,121,462
"A cake with white icing, mint leaves and strawberries.",9,150,150,0,3,16,31
a white square cake with five strawberries on the top,10,162,162,0,3,4,5
The cake is topped with five whole strawberries.,8,150,150,0,4,33,28
"A square, white cake sits on a round plate and is decorated with strawberries.",14,258,246,0,6,542,3856
a man holding onto a some wires while skiin ,9,174,162,12,6,2611,12459
A snow skier is being pulled by a rope overhead.,10,198,186,0,5,769,1518
A skier is para-sailing in the snow with other skiers.,10,198,198,0,5,47,162
a person is skiing with a bunch of flags around ,10,186,174,0,5,152,531
The skier is making a high jump in the snow.,10,174,162,0,4,181,551
A man kneeling down over piles of bananas.,8,162,162,0,5,190,733
People are crouched around in an open market.,8,174,174,0,5,189,506
a farmer's market filled with green bananas and people,9,150,150,0,3,193,296
An outdoor market place with a person shopping for bananas.,10,162,162,0,3,655,1401
Vendors selling produce at an outside market. ,7,138,138,0,5,2,2
A variety of items is shown in a shopping cart.,10,186,174,0,5,519,1675
A cart full of many types of different food.,9,162,162,0,5,163,1129
A view from above looking into a shopping cart full of groceries,12,198,186,0,5,555,1940
A shopping cart filled with lots of groceries.,8,138,138,0,3,296,687
A shopping cart full of food that includes bananas and milk.,11,198,198,0,5,251,1595
Baseball game in large stadium with ball flying toward batter,10,174,174,0,5,76,411
A group of baseball players are playing ball while a crowd looks on. ,13,234,222,0,5,60,495
People stand near a fence watching the baseball game.,9,174,174,0,5,60,348
A batter swinging a bat at a baseball with the catcher and umpire behind him.,15,222,198,0,4,423,3663
a baseball game featuring a batter a catcher and an umpire ,11,174,162,0,3,28,227
A half eaten banana being held by a human hand.,10,198,186,0,5,211,261
A opened peeld banana half way eatened. ,7,186,186,144,8,1582,5164
A partially eaten and peeled banana being held by someone.,10,222,222,0,6,412,893
A woman's hand holding a half peeled banana with a large bite out of it,15,234,210,0,4,64,435
Someone holding a half eaten banana in their hand.,9,174,174,0,5,1308,3901
A broccoli plant has very large leaves. ,7,138,138,0,4,2,13
A broccoli plant growing in a garden is dwarfed by it's leaves.,12,222,210,0,5,72,667
Several green leaves grouped together as a plant. ,8,162,162,0,5,32,109
A bunch of green leaves on a broccoli plant.,9,150,138,0,3,182,1450
A small broccoli plant is shown growing among pine needles.,10,198,198,0,5,33,243
A couple of people riding skis down a snow covered slope.,11,198,186,0,5,49,505
The people are skiing down the snow covered hill. ,9,186,174,0,5,23,197
Two people dressed in red skiing across a snowy landscape.,10,174,174,0,5,4,29
A couple of men in skies on a snowy slope,10,162,150,0,3,41,296
Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,14,246,234,0,5,242,1641
Small child and protective gear jumping on a skateboard. ,9,162,162,0,5,50,413
a person holding onto a skateboard during a jump,9,162,138,0,5,400,1194
A skateboarder performing a trick wearing safety equipment.,8,138,126,0,3,407,2192
View of the bottom of a skateboard while the young rider is in mid air.,15,222,192,0,3,987,4705
A man flying through the air on top of a skateboard.,11,198,186,0,5,42,202
"A blue and black ray holding sandwich, coffee and liquor bottles.",11,198,198,0,6,125,1116
A plate with a sandwich on it and a side salad and drink.,13,198,174,0,3,185,617
A tray filled with a cut in half sandwich and a cup of coffee.,14,222,198,0,5,19,104
An airplane meal including a sandwich and coffee.,8,138,138,0,3,34,307
"A sandwhich, a salad and a drink on a tray.",10,162,138,0,3,18,25
Young skateboarder showing off learned skills next to building.,9,174,174,12,5,516,1393
A young man on a skate board riding a ramp.,10,162,138,0,3,22,152
a young man is doing tricks on his skateboard ,9,174,174,0,5,8,64
A skateboarder doing a stunt at a skatepark.,8,150,126,0,5,47,90
a person riding a skate board on a ledge,9,162,138,0,5,44,340
A man is doing a trick on a skateboard.,9,174,150,0,5,7,15
a teenager attempting a jump on his skateboard,8,138,126,0,3,57,73
One person on a skateboard does a jump while another watches.,11,186,174,0,5,26,299
A man riding a skateboard in the air above a skateboard ramp.,12,198,174,0,5,63,211
A skateboarder attempts a trick above ground while his friend watches.,11,198,186,0,5,16,251
A man performing on a skateboard ramp jump.,8,150,138,0,5,121,374
A man riding a skateboard down a cement ramp.,9,162,138,0,5,78,237
The skateboarder is jumping near a metal fence. ,8,162,162,0,5,68,222
A person riding a skateboard on the side of the road.,11,186,162,0,5,59,185
a guy riding his skate board on the sidewalk,9,162,162,0,5,71,203
Three pastry desserts and two glasses of wine are on a table. ,12,186,186,0,3,58,323
"Two plates, one paired up with red wine and one paired with white wine.",14,222,204,18,4,1408,4175
a grilled panini sits next to a glass of wine on a table,13,210,186,0,5,24,188
Several desserts on white plates near a glass of wine.,10,162,162,0,3,19,23
multiple plates of food on a wooden table,8,138,138,0,3,21,116
a young man is on his skateboard doing a trick ,10,174,162,0,5,179,3064
Grabbing the front of the skateboard maintains control over it.,10,162,150,0,3,2333,13422
A man is doing tricks on a skateboard.,8,162,150,0,5,104,626
A man who is riding on a skateboard.,8,174,162,0,5,187,947
a boy is riding a bowl on a skateboard,9,174,150,0,5,314,4026
People working behind glass in a doughnut making factory.,9,174,174,0,5,286,2362
View through window of donut being made in kitchen assembly line.,11,198,198,0,5,23,626
A picture of a factory making doughnuts full of joy. ,10,174,162,0,5,86,224
an image of a conveyer belt with donuts,8,138,138,0,3,260,839
Donuts traveling down an assembly line in a factory while people work behind it.,14,246,246,0,5,2751,16836
A group of men kitboarding over the top of  a large body of water.,14,222,174,12,5,113,437
Man parasailing in the ocean by many other parasailers.,9,162,162,0,5,928,2743
A group of people enjoying the water with sails.,9,162,162,0,5,114,312
A group of people windsurfing at the beach.,8,150,150,0,5,199,804
A man is suspended from cables and has skis on his feet.,12,246,246,0,6,869,3421
there is a round pan covered with aluminum in the stove,11,186,186,0,5,357,2689
The oven contains a dish that is covered with tin foil.,11,198,198,0,4,157,738
A casserole covered in foil is inside an oven.,9,150,150,0,3,39,496
A dish covered in aluminum foil is baking in an oven. ,11,198,198,0,5,87,862
a pot of food cooking in an oven,8,150,150,0,5,9,236
People are at an outdoor lunch table in a park.,10,162,162,0,3,4,19
Two women are selling cakes and other items inside of an outdoor stand.,13,222,222,0,5,329,1121
A couple of people standing in front of a table filled with cup cakes.,14,222,192,0,5,70,109
Women serving baked goods under a canopy ,7,138,138,0,5,1642,4777
"Two women standing behind table with cupcakes, cake and a warmer",11,186,186,0,5,305,999
A piece of cake left on a plate,8,150,138,0,5,9,52
A part of a cake on a plate with a knife and cake server next to it.,17,246,210,0,3,168,610
A piece of cake and a knife on a plate.,10,162,138,0,3,4,2
A wedge of chocolate cake leftover on a platter.,9,162,150,0,5,30,57
A mostly eaten chocolate cake with one slice left. ,9,162,162,0,4,85,121
A woman sitting on a surfboard in the ocean.,9,174,162,0,5,2,6
A women sits on top of an object in a body of water. ,13,222,192,0,5,26,194
A woman looks to her right while straddling a surfboard in the ocean.,13,234,222,0,6,11,251
a girl in all black surf boarding in a red surfboard,11,198,186,0,5,302,1668
girl sitting on surfboard at sunset on the ocean,9,174,174,0,5,5,154
A person on a surfboard in the water.,8,138,126,0,3,18,69
Person prepares surfboard while dog stands on it with face in person's,12,222,222,0,5,112,841
A woman that is next to a surfboard with a dog.,11,198,174,0,4,439,1948
Woman with surfboard getting kisses from dog at waters edge.,10,162,162,0,4,1753,7151
A woman bending over to kiss a dog on a surfboard.,11,210,186,0,4,2669,12981
A man in a red shirt rides a yellow surfboard on light blue water.,14,234,210,0,5,51,151
a surfer in a red top is surfing on a white and green board,14,258,234,0,6,7,11
a man riding a surfboard in the ocean ,8,150,138,0,5,35,79
Male surfer in the water doing tricks on his surfboard. ,10,174,174,0,5,103,850
A man is surfing in the crystal blue water,9,186,186,0,5,1,27
A woman sitting at a table with a pizza on a plate.,12,210,174,0,5,9,118
A woman sitting by a wooden table with green glasses and food.,12,198,186,0,5,178,429
A woman sitting at a table with wine glasses and fruit topped pizza.,13,210,198,0,5,47,82
A person waiting for her meal to be served.,9,174,174,0,4,132,410
a woman in a red top some glasses and a pizza,11,174,150,0,3,16,349
Three women are taking a bite out of the same piece of pizza.,13,210,210,0,4,11,182
Three beautiful young ladies eating one slice of pizza.,9,150,150,0,3,22,508
Two girls that appear to be sharing food while another looks on.,12,258,258,0,5,218,1605
Three women simultaneously take a bite of pizza.,8,150,150,0,4,4481,19189
Three girls share a bite of pizza clowning for the camera.,11,186,186,12,5,17,322
A man and woman bathe in a shallow river.,9,162,150,0,5,94,1697
A man and a woman in a river.,8,138,114,0,3,2908,13302
A man brushing his teeth in a river while a woman looks on.,13,234,210,0,5,371,1327
A man and women in the river washing and eating.,10,186,186,0,6,88,1148
An Indian man and woman in the water on the edge of a river.,14,210,198,0,3,37,88
A man sits on a chair and plays video games.,10,198,186,0,6,33,351
A person that is playing a video game.,8,162,150,0,4,19,241
A person watching TV in a living room with lamps.,10,174,162,0,5,8,43
The man is in his living room playing a video game.,11,186,186,0,5,14,130
A man sitting on a chair playing a video game.,10,174,150,0,5,34,232
A living room with hard wood flooring and black furniture.,10,162,162,0,3,74,405
a messy living room with various items and some celebratory balloons,11,174,174,0,3,390,1474
A bouquet of Mylar balloons in a living room. ,9,162,150,18,5,35,865
"Living room with a black couch, coffee table and bookcase visible.",11,174,174,0,3,79,172
"A living room with a black couch, wood floor and bookcase.",11,174,162,0,3,75,147
an  image of two people playing video games,8,138,138,0,3,2454,7485
two people standing next to a table playing nintendo wii,10,174,174,0,5,38,88
A man and boy with video game controllers playing a game.,11,174,162,0,3,1042,3424
A man and boy playing a game with a Nintendo Wii controller.,12,186,162,0,3,357,1410
A man and a boy hold video controllers on opposite sides of a dining table containing a projector.,18,270,234,0,5,18,206
A dog is sitting on the couch in a living room. ,11,210,198,0,5,2,7
A dog sitting on a couch and a cat on the floor of a living room.,16,246,210,0,5,131,1350
A cute black dog sitting on the couch.,8,150,150,0,5,41,343
A dog sitting on a big couch looking at the camera man. ,12,198,186,0,5,1803,7452
a dog on a couch in a living room ,9,150,126,0,3,1,1
A group of people sitting around two couches.,8,150,150,0,5,2,68
A large brown sectional sofa has people on it.,9,162,162,0,5,4116,17513
a group of people all sitting on the couch and doing things,12,234,234,0,6,14,70
Some people hanging around in a living room with a big couch.,12,210,198,0,5,0,3
A few people are sitting on a long coach together,10,198,186,0,5,16,82
some people seated at a table with plates of food ,10,174,174,0,5,103,731
A woman with her hand over her glass while sitting at a dinner table.,14,234,210,0,5,309,2336
A group of people sitting at a table.,8,150,138,0,5,108,570
A woman and child sitting at table with food and drinks.,11,198,180,0,5,25,83
A family dines at a packed sushi bar and buffet,10,174,162,0,5,377,3841
A pizza with burned edges is sitting on the table.,10,186,186,0,5,46,235
there is a large pizza pie on a white plate,10,162,150,0,3,2366,5016
A pizza on a plate on a table with wine.,10,162,138,0,3,23,65
a pizza sitting on a plate next to a little jar on a table ,14,234,198,0,5,27,291
A pizza is topped with fine cheese and backed in a oven,12,234,222,0,6,12,62
A young guy using his computer and talking on his phone.,11,210,198,0,6,399,972
A man in brown shirt on black sofa with phone.,10,162,162,0,3,925,2103
A man is talking on the phone while working on the computer.,12,234,222,0,6,2,28
I am unable to see an image above.,8,174,174,0,4,836,5883
A man sits on the couch and is on laptop and phone.,12,222,222,0,6,168,511
A lap top sits on a small desk with jars and candles around it,14,222,210,0,5,53,188
A laptop computer sitting on top of a wooden desk.,10,174,162,0,5,44,96
Three jars are on a desk above a laptop.,9,150,138,0,3,148,2092
A desk with a laptop and jars and candles.,9,150,120,0,3,9,6
A laptop computer is surrounded by jars and candles.,9,174,174,0,5,206,1343
A workspace inside an office with snowy trees outside the window.,11,174,174,0,3,3680,15891
"An office work station with two computer monitors, and laptop.",10,162,162,0,3,72,568
A couple of computer monitors sitting on top of a desk.,11,186,156,0,5,18,36
The desk has two monitors and one laptop on it.,10,174,174,0,5,1376,5525
a desk with a monitor and a keyboard,8,138,114,0,3,51,172
A laptop on a table with some chairs.,8,138,126,0,3,721,4840
some green chairs a laptop on a table some plants and trees,12,186,186,0,3,224,2288
Chairs and a table with a laptop on it sitting outside. ,11,186,174,0,4,81,923
There is a seating area in the middle of a grassy area.,12,186,168,0,3,160,451
A group of chairs around a table and laptop in a garden,12,186,162,0,3,8,46
A laptop with a stationary mouse attached to it.,9,150,138,0,3,24,85
"A laptop computer with an attached trackball device, showing the Windows logo on the screen.",15,222,210,0,3,147,323
The new Sony Y series laptop is connected to a special mouse.,12,198,198,0,4,2231,9227
A Windows laptop computer with a large mouse.,8,138,126,0,3,24,99
A Windows laptop with a corded mouse on top of a counter.,12,186,162,0,3,26,121
"A black and white photograph of a stuffed teddy bear wearing a shirt that reads ""handle with care"" and a small stuffed sheep.",23,378,330,0,6,11,380
Two stuffed animals posed together in black and white,9,174,174,0,5,7,140
Two stuffed animals in a black and white picture ,9,150,150,0,3,9,91
There are two stuffed animals of which one appears to be a lamb and the other a bear.,18,306,306,0,6,107,649
two stuffed animals posed together in black and white,9,174,174,0,5,7,139
Two beautiful young women baking a turkey in a pan..,10,174,162,0,5,39,122
Two women are taking a turkey out of the oven.,10,174,174,0,4,4,1
Two ladies taking a turkey outside of an oven.,9,162,162,0,5,28,31
two people standing next to an open oven with a turkey on a tray in it.,16,246,234,0,5,16,16
Two woman poses while taking a turkey out of the oven.,11,198,198,0,6,135,1255
A woman holding a small item in a field.,9,150,126,0,3,79,392
Woman in purple shirt examines her cellphone in the open field.,11,186,186,0,5,19,160
Woman standing in a field of grass trying to use her cell phone.,13,234,234,0,5,180,929
Young lady standing in an open field with a cell phone in her hand.,14,234,234,0,5,276,1415
Looking at beautiful scenery through the lens of a phone camera.,11,186,186,0,4,1753,11641
An open refrigerator filled with lots of food.,8,138,138,0,3,42,339
The refrigerator and the inside door are full of food.,10,174,162,0,4,245,1667
There is a refrigerator that is filled with food.,9,174,174,0,4,63,1441
Open fridge door displaying a wide selection of food inside.,10,162,162,0,3,178,1234
n open refrigerator door exposing all the food inside,9,162,162,66,3,2681,8925
Awake cat near ceiling on a closed refrigerator  ,8,138,138,0,3,54,288
A cat sitting on top of a metallic refrigerator freezer.,10,174,162,0,5,10,38
a cat sits on top of a fridge in a kitchen,11,198,174,0,5,31,200
a cat stands on top of a refrigerator looking down.,10,198,186,0,6,95,623
A long haired cat sitting on a refrigerator,8,150,138,0,5,10,46
A long stone wall at a church with a cemetary.,10,162,138,0,3,69,223
There is a church near a cemetary. ,7,126,114,0,3,146,287
A wall is surrounding a graveyard at a cemetery.,9,162,138,0,4,117,813
a old looking tower that has a clock on it,10,174,162,0,4,325,1943
An old gothic church next to a cemetery with a rock fence in front.,14,210,198,0,3,7,37
A man cutting up his meal before consumption.,8,162,162,0,5,6,45
A man eats from a green dish while holding a handheld radio.,12,222,198,0,6,83,309
A gentleman wearing a radio eating a plate of food.,10,162,138,0,3,4,36
A man picking up soup in a bowl with two utensils.,11,198,186,0,5,6,76
Man sitting at a table holding eating utensils in his hands over his food. ,14,246,234,0,5,60,174
A group of men standing around a table of food in wooden room.,13,222,192,0,5,71,1737
In a large wooden room people stand around black covered tables.,11,186,186,0,5,1693,5299
A couple of people that are eating some food.,9,174,174,0,4,99,835
Several people at a gathering where there is food present. ,10,162,162,0,3,69,350
People dressed in business casual clothing stand around a table of hors d'oeurves.,13,210,210,6,5,204,757
