caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
Traffic stopped at an intersection waiting for the light to turn green.,12,1260,1260,0,5,10,110
A yellow and blue train is next to an overhang.,10,828,828,0,4,71,860
A train sits on the track at a deserted station overlooked by a tower.,14,1260,1116,0,5,98,197
A colorful train stopped at a train station.,8,684,612,0,5,67,124
A passenger train stopped near a train station.,8,684,612,0,5,63,104
A train is pulling into the train station.,8,756,756,0,5,82,240
a large air plane on a terminal ,7,540,468,0,3,4,15
The humongous twin engine airliner is being loaded. ,8,756,756,0,4,2,28
A JAL jetliner on the tarmac at an airport.,9,684,684,0,3,5,22
A large plane is parked at the airport.,8,756,756,0,5,1,1
A Japan Airlines plane sits parked at an airport.,9,828,828,0,7,17,54
A woman with a red backpack is on a bus.,10,756,612,0,3,24,107
a man with an orange backpack standing on a bus,10,828,756,0,5,89,325
The person with the tye dye shirt is choosing a seat.,11,900,828,72,4,2666,12358
A woman standing in the center isle of a bus.,10,828,756,0,5,53,97
A man holding on to a pole on a bus.,10,828,684,0,4,112,604
A bench outside near a body of water during the day.,11,828,756,0,3,0,1
A wooden bench sitting next to a large body of water.,11,900,828,0,5,7,9
A wooden bench and life preserver near some water.,9,684,684,0,3,0,0
"Two benches, back to back, near a chain railing.",9,756,684,0,4,1063,3739
An empty wooden bench near the waters edge.,8,612,612,0,3,8,32
Two giraffes are eating a leafy branch together.,8,756,756,0,4,6,30
Two zebras eat a piece of a plant.,8,612,540,0,3,163,761
Two giraffes eating some crop during the day.,8,684,684,0,5,42,176
Two giraffe's fighting over a piece of food.,8,612,612,0,3,13,435
A double decker bus driving past very tall buildings.,9,828,828,0,5,187,1988
A double decker bus that is parked in front of a big building. ,13,1188,1116,0,5,156,1881
a double decker bus with a giant iPod advertisement plastered over the entire bus,14,1044,936,0,3,424,5906
a yellow green white and red double decker bus and a building,12,1116,1044,0,6,53,746
A double decker passenger bus with advertising for a technology product.,11,828,756,0,3,129,1660
the driver of a double decked bus standing outside,9,756,756,0,4,639,2770
A double decker bus next to a normal sized bus. ,10,756,648,0,3,62,280
A double decker bus is stopped with a man in a vest looking in.,14,1332,1188,0,7,53,186
there is a double decker bus that is next to a small bus,13,1116,1008,0,4,8,15
A double-decker bus is stopped along a curb.,8,756,684,0,5,1,0
A large clock tower in the middle of a street.,10,756,684,0,3,0,8
A double decker bus makes its way past a tall clock tower.,12,972,900,0,5,2399,15986
A downtown clock tower at the intersection of a busy street.,11,828,756,0,3,184,700
"A photo of a busy intersection with a bus, several cars and a clock tower.",15,1188,972,0,4,443,1068
An elaborate lamp post clock in a traffic circle,9,684,684,0,3,3,35
A city filled with lots of vehicles and pedestrian traffic.,10,756,756,0,3,13,67
there are many houses and stores on this street,9,756,756,0,5,2,4
A bunch of pedestrians as well as cars are on a busy city street. ,14,948,876,0,4,108,812
some people some buildings cars and a red double decker bus,11,828,828,0,4,201,2208
A car stops while people cross in front of it. ,10,900,900,0,5,5,55
a green and white bus is on the street,9,684,684,0,3,8,50
a public transit bus on a city street,8,612,540,0,3,7,60
the signs states all directions and points up,8,828,828,0,6,4495,20619
An empty city bus travels down a city street.,9,756,684,0,5,4,51
A green and blue bus driving down a street.,9,900,828,0,6,9,9
Snow piled high around pipes with people walking in background,10,1044,1044,0,5,1015,6056
Some people are walking down a snowy streets with white snow. ,11,972,972,0,5,1224,7358
A group of people walking across very dirty snow.,9,828,828,0,5,1636,10556
Many persons are busy in clearing the snow.,8,828,828,0,6,1876,10660
The snow is almost covering the fire hydrant.,8,756,684,0,4,260,846
A group of people standing around a herd of animals in a city.,13,1044,792,0,5,202,560
Several people are on a busy street with lots of animals.,11,828,828,0,3,403,1032
A group of men and goats on side of street under a tree.,13,972,792,0,3,118,270
a bunch of animals by a nasty street,8,612,540,0,3,6,34
Group of sheep walking alongside a group of people on the road. ,12,972,828,0,5,4,48
A fire hydrant on the side of a road.,9,684,612,0,3,12,56
A yellow fire hydrant by a wall and a sign,10,756,612,0,3,16,63
There is a fire hydrant next to a red sign,10,828,756,0,5,23,276
A fire hydrant and a street sign are on the side of a street.,14,1044,900,0,3,14,70
A street sign and fire hydrant sit next to a sidewalk,11,900,828,0,5,162,435
A red stop sign sitting on the side of a tall building.,12,972,900,0,5,32,52
there is a stop sign along this street ,8,612,612,0,3,56,227
A stop sign sits at an intersection in a city at night time. ,13,1116,1044,0,5,2,35
Street sign displayed on pole at intersection in metropolitan region.,10,972,972,0,5,100,159
A stop sign on the side of a street.,9,684,612,0,3,8,9
A man standing next to a woman in a living room.,11,972,828,0,5,66,215
A man and a woman dressed in a gangster costume and ball dress.,13,972,720,0,3,43,271
A couple is posing together dressed in outlandish attire,9,900,900,72,5,18,45
A man and woman in costume like clothing standing together.,10,828,828,0,4,2,7
There are two people dressed up in formal attire,9,756,756,0,4,14,26
A train crosses as a bunch of gathered vehicles watch.,10,828,756,0,5,1090,5624
A  parking lot next to a marina next to a railroad,11,828,612,0,3,195,641
Group of people standing beside their cars on a pier.,10,828,828,0,5,378,1571
Colorful commuter train goes through a marina area on a cloudy day,12,1044,972,0,5,387,4157
"People are in a parking lot  beside the water, while a train is in the background.",16,1260,1044,0,5,184,1035
Fast commuter train moving past an outdoor platform.,8,684,684,0,5,177,560
A train on the track pulling by a train station.,10,828,756,0,5,24,208
A train pulling into a station outside during the day.,10,900,828,0,5,40,244
A passenger train moving through a rail yard,8,684,612,0,5,11,41
a long passenger train pulling up to a station,9,756,684,0,5,5,44
A train as it travels down the tracks over a bridge.,11,972,900,0,5,61,265
a colorful train going along an elevated track ,8,684,684,0,5,67,180
A train rides on a bridge past a building.,9,828,684,0,5,66,224
A subway train that is passing over a train bridge.,10,972,900,0,5,39,354
a train on a train track on an elevated bridge,10,756,684,0,3,57,47
The train is traveling across the high bridge.,8,756,684,0,5,43,300
a train on a train track on an elevated bridge,10,756,684,0,3,4,10
A street light in front of a colorful train on a bridge.,12,900,756,0,3,261,1123
A large long train on a steel track.,8,612,540,0,3,24,154
A rainbow train traveling on the bridge above.,8,684,684,0,5,43,330
A silver and green train pulling into a train station.,10,972,900,0,6,3,5
Subway car leaving the subway station at night.,8,684,612,0,5,69,339
A commuter train at the station at night,8,612,612,0,3,17,45
A train passes by in an empty station.,8,756,756,0,5,14,39
A train is pulling into a subway stop. ,8,756,684,0,5,5,22
A stop sign is shown among foliage and grass.,9,828,828,0,5,1,92
A close up of a Stop sign near woods. ,9,684,612,0,3,2,105
A closeup of a large stop sign in the bushes.,10,756,684,0,3,7,137
A large oval Stop sign near some trees.,8,612,612,0,3,1446,5298
a close up of a stop sign with trees in the background,12,900,828,0,3,7,69
A blue rusted train engine sitting on top of rail tracks.,11,900,900,0,5,92,255
a rusted broken down train sits between vegetation areas ,9,756,756,0,5,1368,4777
An old rusted train sitting on abandoned train tracks.,9,756,756,0,5,48,225
a train sitting on the tracks next to a mountain side,11,972,900,0,5,8,2
Rusty train sitting on train tracks in high grass. ,9,828,828,0,5,677,3935
A train sitting idle in an empty train station,9,828,828,0,5,16,51
A very long train parked in front of a train station.,11,972,900,0,5,38,94
A long white train has a blue pin stripe.,9,684,612,0,3,566,4506
A passenger train on the outer track at a railway station.,11,828,756,0,3,20,66
The train is traveling down  the railroad tracks.,8,756,684,0,5,116,334
Boats docked on land sitting side by side next to a lake.,12,1332,1188,0,7,15,406
A small harbor with boats docked and on racks,9,828,828,0,6,192,1631
A collection of boats behind a fence by a body of water.,12,900,648,0,3,4,9
"Boats and surfboards docked at a harbor bay.
",8,684,684,0,5,416,4363
Many boats as seen through a chain link fence.,9,828,828,0,5,1,147
"A parking meeter next to a wall that reads ""tie.""",10,828,756,0,4,4,63
an image of a parking lot meter on the street,10,756,756,0,3,30,64
A parking meter next to a parking lot,8,612,468,0,3,2,4
A road sign sitting in front so a billboard.,9,756,684,180,5,1208,3940
a double parking meter in front of a building ,9,684,612,0,3,0,22
A cat sitting on a window sill behind mini blinds.,10,900,828,0,5,14,39
A cat sits in the window behind the blind and looks outside.,12,1260,1188,0,6,11,78
A cat perched on top of a window ledge looking outside,11,1044,972,0,6,8,47
A cat is sitting in the window in front of the window blinds.,13,1188,936,0,5,16,66
A cat is looking out a window in front of some blinds.,12,1044,972,0,5,12,28
A large cow with horns by some bushes.,8,612,612,0,3,7,15
An animal with horns wears a rope from its nose and ear to its neck.,15,1188,1116,0,5,256,638
A domestic farm animal in a shaded area of vegetation.,10,756,684,0,3,938,4624
Steer in the woods with rope on its face.,9,828,828,0,5,440,1643
the animal is standing next to a fallen tree,9,828,828,0,5,191,471
A man standing at a podium at a USINDO luncheon ,10,900,756,72,5,372,1832
A man at a podium speaking at an event.,9,756,684,0,5,372,1917
A man in a suit is talking to a group,10,828,684,0,4,1081,6442
a man speaking at a podium during an event,9,828,756,0,5,421,2625
A man is speaking at a panel in front of a crowd.,12,1044,900,0,5,529,3083
A cow stands in a field where other cows are lying down.,12,1116,1044,0,5,0,1
A cow standing in a field with lots of tall grass.,11,900,828,0,5,12,32
a close up of a cow in front of a camera,11,828,684,0,3,10,138
The calf is in the pasture staring at the camera ,10,828,684,0,5,2,13
a black and white cow is standing in a field,10,1044,972,0,6,8,12
a group of boats parked next to a dock in the water,12,972,900,0,5,3,33
A few fishing boats tied to a dock.,8,612,540,0,3,8,17
Two tug boats tied up to the dock.,8,684,684,0,4,25,44
some boats that are by a dock in some water,10,828,756,0,4,5,7
A tugboat sits beside a ferry on placid water with a mountain in the distance.,15,1332,1188,0,5,54,226
A man is shaking hands with another man.,8,684,648,0,4,228,1441
Two men shake hands at a formal dinner gathering.,9,756,756,0,5,16,53
Two men standing next to each other holding hands.,9,756,756,0,5,10,22
Two men are shaking hands at a social gathering.,9,828,828,0,5,3,6
Two men shaking hands after a dinner speech.,8,684,684,0,5,2,27
Dark clouds moving in over a harbor full of moored sailboats.,11,1044,1044,0,5,510,1859
Nice open stretches of land that is alive.,8,756,756,0,4,370,1583
sailboats at a dock waiting for a storm to pass,10,900,828,0,4,51,171
A dark cloud looms behind boats docked in a harbor.,10,900,828,0,5,120,736
Several sailboats are docked at a lake under cloudy skies.,10,972,972,0,5,8,12
A herd of elephants standing on top of a dirt road.,11,900,720,0,5,8,21
a herd of elephants standing side by side in an enclosed area,12,1188,1044,0,5,1,1
Some elephants are roaming around their habitat in the zoo.,10,900,900,0,5,19,76
Many elephants in a cage stand together. ,7,612,612,0,4,6,6
Elephants in a zoo close to buildings ,7,612,612,0,5,3,80
A herd of elephants walking away from a watering hole.,10,900,828,0,5,117,982
"A close up from knees up front view of an elephant with trunk forward, outside on dirt, with other elephants, grass, bushes and white-blue sky.",25,1980,1728,0,4,1558,6813
An elephant is seen head on amongst other elephants.,9,1116,1116,0,8,7,101
Elephants walking along a dirt path next to water.,9,756,756,0,5,58,245
Several elephants walking together in a line near water.,9,828,828,0,5,53,225
A couple of people sitting in chairs under an umbrella.,10,900,900,0,5,91,142
Two people sit closely together on chairs under an umbrella.,10,1044,1044,0,5,77,102
Two people sit facing each other under an umbrella.,9,828,828,0,7,39,126
"Two women sitting outside,one holding the others hand.",8,684,684,144,4,136,758
A couple of women are sitting under an umbrella,9,828,828,0,5,38,79
A man holding a red frisbee while standing on lush green field.,12,1116,1044,0,6,28,89
A person with long hair about to throw a frisbee,10,900,828,0,4,4,15
A guy playing in a big grassy field with a disc.,11,972,828,0,5,26,111
A man with long hair is throwing a Frisbee.,9,756,684,0,4,34,165
A person stretches to catch a red Frisbee.,8,756,684,0,4,60,333
four men playing frisbee in a fenced park,8,684,684,0,5,2,28
A group of men on two teams are playing Frisbee.,10,828,828,0,4,0,20
A group of men playing a game of frisbee.,9,684,504,0,3,3,5
Four men playing Ultimate Frisbee in a park.,8,684,684,0,5,0,9
A bunch of men are running to catch the frisbee that is thrown.,13,1332,1332,0,4,1,44
A zebra in the grass who is cleaning himself. ,9,828,828,0,4,46,503
A baby giraffe drinking milk from it's mother in a field.,11,900,828,0,5,326,1659
A baby zebra is suckling milk from its mother.,9,756,756,0,4,26,100
a baby zebra nursing from an adult zebra,8,612,576,0,3,184,1142
Baby zebra sucking milk from its mothers teat. ,8,612,612,216,4,3382,10189
Two women playing with a Frisbee in a field.,9,828,756,0,5,4,13
two teenagers playing in a grassy field while a fribee flies their way,13,1116,1044,0,5,22,41
Two girls playing frisbee out in the sun.,8,684,684,0,5,6,32
three people on a field of green grass,8,612,612,0,3,190,797
One girl trying to block another girl from catching a Frisbee.,11,1044,1008,0,4,2,2
a bunch of fruit sit on sale for the public ,10,828,828,0,5,25,386
Several baskets of different color types of fruits.,8,612,612,0,3,4,42
A large variety of fruits displayed for sale in a store.,11,900,828,0,5,5,10
a shelf with a lot of assorted colorful fruit for sale ,11,828,756,0,3,136,394
"Fruits sit in containers, ready for sale in a store.",10,900,900,0,5,24,43
Two baseball players standing on the field during a game. ,10,900,900,0,5,5,11
two men on different baseball teams getting ready for the next move. ,12,972,972,0,4,309,979
Two baseball players standing next to a wall on a baseball field.,12,972,828,0,5,8,25
A baseball game is in progress during the day time.,10,828,828,0,5,45,101
A runner leading off base to try and get to the next base.,13,1332,1296,108,6,13,69
a batter after he has hit a pitched ball before he is going to run,15,1476,1368,0,5,46,127
A player in action up to bat in a baseball game.,11,828,756,0,3,28,64
A man taking a swing of a bat at a baseball game,12,900,684,0,3,248,626
A man swinging a bat on top of a baseball field.,11,900,756,0,5,69,242
A baseball player hitting a ball at a game ,9,756,612,0,5,13,85
A man is playing baseball in the field.,8,756,756,0,5,154,370
A baseball player is about to throw his best pitch. ,10,972,972,0,4,77,185
A man in grey baseball uniform throwing a ball.,9,684,612,0,3,58,328
A baseball player warming up on the field.,8,756,756,0,5,43,37
a baseball player throwing a pitch from the mound,9,756,684,0,5,4,6
Man cross country skiing on slight down hill slope.,9,684,684,0,3,1924,8812
A man on cross country skis at the edge of a trail.,12,900,828,0,3,16,118
A man on skis standing in the snow.,8,684,684,0,5,0,13
A man riding skis while holding two ski poles.,9,828,828,0,6,1,6
A happy skier skis down a trail of fresh snow.,10,828,756,0,5,35,213
A red plate topped with a piece of cake.,9,684,612,0,3,41,93
Cake on a red plate cut in two pieces.,9,684,684,0,3,58,208
A peice of cake sit on a red plate with a fork beside it.,14,1188,1044,0,5,7,74
"piece of cake with a plate and fork
",8,612,612,0,3,10,30
The remains of a piece of white cake sits on a red plate.,13,1044,864,0,5,3,3
A man wearing snow gear poses for a photo while standing on skis,13,1188,1116,0,6,13,73
A man in red jacket on skis with trees in background.,11,828,720,0,3,41,151
Man on skies on snow covered slope area.,8,684,684,0,4,49,177
A person wearing a red coat and skis posing for a picture.,12,900,756,0,3,129,589
A person standing on skies in the snow on top of a mountain.,13,1116,1044,0,5,34,88
A bunch of bananas hanging on the tree,8,684,684,0,5,1,4
A COUPLE OF TREES AND ONE WITH BANANAS IN IT ,10,756,756,0,3,28,181
This banana tree has a bunch that is ripe,9,828,828,0,4,16,44
Lots of green bananas are hanging in the tree.,9,828,828,0,5,0,2
A tall banana plant with bunches of green bananas.,9,684,684,0,3,8,39
A woman slashing down a snowy hill on skis.,9,828,756,108,5,122,493
Alpine skier in a cloud of snow on a steep slope.,11,828,756,0,3,135,663
Skier in green coat plowing through powdered snow on slope.,10,900,900,0,5,95,113
A girl skis in a lot of snow. ,8,684,612,0,5,3,39
A woman is skiing down a snowy hill.,8,756,684,0,5,2,8
A person with a skateboard on a street.,8,612,468,0,3,159,778
several boys hanging out at a skate park ,8,756,756,0,5,37,479
A kid walking with his skateboard in a skateboard park ,10,900,828,0,5,22,187
Teenager returning with skateboard after skate run at the skate park.,11,972,900,0,5,16,249
boy in a sports jersey holds skateboard in right hand,10,828,828,0,5,60,558
a person skiing through the snow near some trees toward a sunset,12,1116,1044,0,5,110,434
This is a painting of a cross country skier traveling up a slope at sunrise.,15,1260,1116,0,5,677,2872
Cross country skier skiing along a well-worn trail.,8,612,612,0,3,403,3638
A person in ski gear skiing on slope next to trees.,11,972,972,0,5,29,101
A person in the snow on some skis.,8,612,612,0,3,56,155
Several fruits and veggies are ready to be eaten. ,9,972,972,0,4,24,309
A table with two black trays of food that include raspberries and broccoli.,13,1044,1044,0,4,51,581
A bento box filled with sushi and vegetables.,8,612,612,0,3,0,0
"Broccoli, green beans and various other foods in a tray.",10,756,756,0,3,12,112
"Dishes filled with sushi, fruit, and vegetables on a table.",10,756,756,0,3,2,5
A man riding a skateboard on top of a wooden bench.,11,900,756,0,5,28,143
a skateboarder in a white shirt is doing a trick,10,828,684,0,4,69,135
"A man in a black hat, white shirt and black pants jumping a skateboard off a bench. ",17,1332,1044,0,5,60,103
a person riding a skate board on a bench,9,756,612,0,5,14,85
A man in white shirt doing a trick on a skateboard.,11,900,756,0,5,56,93
A young boy reaching up to grab a red apple.,10,972,900,0,4,8,109
The baby is standing next to several boxes of apples.,10,900,900,0,5,1,3
a kid is reaching up to some apples,8,756,756,0,4,2,44
A little boy grabbing an apple from a box of apples.,11,828,756,0,4,25,175
A child reaching their hand up to a box filled with apples.,12,972,900,0,4,1,87
A child in green pants is eating an apple. ,9,756,756,0,4,4,9
Young child kneeling on cloth in outdoor area.,8,756,756,0,5,16,108
A toddler is sitting on a blanket outdoors eating an apple. ,11,1116,1044,0,5,0,0
A baby sitting on a blanket on the ground eating a apple.,12,972,828,0,5,3,20
A child on a blanket with an apple.,8,612,540,0,3,12,50
 a guy doing a skateboard trick along a concrete railing,10,828,684,0,5,53,197
A man in a hat balancing his skateboard on a highway barrier.,12,972,828,0,5,231,647
Man in grey and black clothes grinding with his skateboard.,10,972,972,0,6,73,411
A guy on a skate board up in the air by a ledge.,13,1116,972,0,5,60,450
A boy doing a skateboard trick on a concrete barrier.,10,828,684,0,5,17,138
A man riding a skateboard over a rope.,8,684,540,0,5,8,16
A skateboarder is attempting a trick mid air.,8,972,900,0,8,17,77
two skateboarders and one is doing a trick ,8,684,684,0,4,9,261
A boy is skateboarding on a pole at a park.,10,972,828,0,5,42,208
The skateboarder is jumping over the railing in a park.,10,972,900,0,5,5,173
A man flying through the air while riding a skateboard.,10,972,900,0,6,69,187
A man is doing tricks on a skateboard.,8,756,684,0,5,75,163
A skateboarder jumps while trying to perform a trick.,9,972,900,0,6,23,269
a man in the air standing above the skateboard,9,756,684,0,5,123,538
a person attempting a jump with a skateboard,8,684,540,0,5,157,548
A man riding a skateboard up the side of a ramp.,11,900,756,0,5,28,117
A man is performing tricks on a skateboard ramp.,9,828,756,0,5,30,45
A skateboarder flies through the air in a skate park.,10,900,828,0,5,15,68
a man is in the air on a skateboard,9,756,684,0,5,45,217
a man that is on a skateboard that is on a ramp,12,1044,720,0,4,20,280
A smiling young man laying in a parking spot.,9,756,684,0,5,23,73
A person lies down along the lines in a parking space.,11,1044,972,0,5,26,186
A man lying on the ground in a parking spot.,10,900,828,0,5,24,60
A  person is lying down in a parking space.,9,900,828,0,5,43,265
A man laying on a painted line holding his knee in a parking lot,14,1188,1044,0,5,2,2
A large clock mounted to the side of a building.,10,756,684,0,3,7,17
A analogue clock is places next to a sign. ,9,828,756,0,5,272,1303
a big clock sits on the side of a building ,10,828,756,0,5,1,22
A clock  and a spoon atop a commercial building.,9,684,540,0,3,72,540
A clock on a building that says 8:25.,8,684,612,36,4,14,29
A paper container filled with two hot dogs.,8,612,612,0,3,326,802
Two hot dogs garnishing with sesame seeds and green things,10,756,756,180,3,3009,9280
A plate of food that is on a table.,9,756,684,0,4,344,797
an image of a person holding two hotdogs in a platter,11,828,756,0,3,147,457
Two chili dogs in buns with peppers in a cardboard container.,11,828,828,0,3,26,117
A person kitesurfing over the waves of the ocean's shore.,10,828,756,0,5,83,508
a kite surfer is doing a flying trick over some water,11,972,900,0,5,64,649
A man is flying up in the air and having fun. ,11,1116,1116,0,6,172,714
A guy is waterboarding in the ocean on a windy day.,11,1044,972,0,5,10,75
A person kite boarding in rough seas near the shoreline.,10,900,900,0,5,6,184
A hefty rugby player in red shirt and black shorts in the air.,13,972,972,0,3,1993,11462
a guy being held up with a ball in his hands,11,1044,972,0,5,156,599
A couple of men are holding up a team member,10,900,828,0,4,30,107
Two men hold up a man holding a soccer ball and all the men have on orange shirts.,18,1404,1296,0,4,66,2096
The team mates are lifting up one of their members.,10,900,900,0,4,47,379
A person holding a sandwich next to a cup of coffee.,11,828,684,0,3,93,493
Someone holding a hotdog in their hand ,7,612,612,0,5,77,332
sandwhich with everything on it and a coke,8,612,612,0,3,3,34
A sandwich is being eaten and sodas are on the table.,11,972,972,0,4,35,41
"The diners are enjoying their filled  beef sandwiches,",8,684,684,0,4,229,1150
A wooden table topped with plates and bows filled with food,11,828,756,0,3,42,325
A wooden dining table adorned with many kinds of food.,10,756,756,0,3,115,857
" A array of food consisting of soup, sandwich and dinner rolls",11,828,828,0,3,18,45
Variety of foods displayed on large wooden table.,8,684,684,0,5,22,135
Trays of pastries and sandwiches beside a bowl of soup.,10,756,648,0,3,4,109
a shake is sitting next to a cake,8,756,684,0,5,39,340
A piece of cake and a milkshake with two forks.,10,756,684,0,3,0,2
Milkshake in tall glass and piece of cake on plate near forks.,12,900,900,0,3,2779,11767
a brown table with a chocolate drink and a piece of white cake,13,972,828,0,3,144,306
A large chocolate milkshake and a slice of cake.,9,684,612,0,3,0,12
Two remotes on a mattress with an adjustable sleep number one in the middle,14,1044,1044,0,3,59,258
Remote controls are arranged on a bare mattress.,8,756,756,0,5,7,56
Three remotes sitting on top of a mattress.,8,684,684,0,5,18,105
A sleep number bed with the comfort remotes.,8,612,612,0,3,2575,15779
An unmade bed has three remote controls on top of it.  ,11,900,900,0,5,50,297
A bedroom with a bed that has an ornate frame.,10,828,756,0,4,113,648
a fancy bed with a tall head board,8,612,540,0,3,336,2447
The bed in the room is clean and ready for its guests. ,12,1116,1044,0,6,235,1581
A wooden bed with white bedding and pillows,8,612,612,0,3,111,909
A bed that has an old fashioned wooden frame.,9,756,756,0,4,155,1371
A man opens pizza box and stares at the camera.,10,900,900,0,6,28,95
Man displaying open pizza box with message written on inside.,10,828,828,0,5,36,301
A man is pointing at a pizza box with a some words on the inner side.,16,1260,1116,0,4,4,46
A boy holding open and gesturing towards a pizza box kid with a message written on it.,17,1548,1404,144,6,391,1658
a kid is showing a pizza with a joke written inside the box cover,14,1188,1044,0,5,33,394
A woman holding a plate of cake covered in frosting.,10,756,684,0,3,18,6
A close up of a person holding a piece of cake.,11,828,684,0,3,218,685
A woman holding a plate with a slice of cake.,10,756,612,0,3,22,22
A woman holding a plate of cake with frosting and icing.,11,828,756,0,3,48,77
A woman is holding a slice of red and white cake,11,1044,972,0,6,32,42
A young girl tries to keep her balance on a surfboard.,11,1044,972,0,5,11,40
Young girl in black balances on a pink surfboard.,9,756,756,0,5,6,43
A girl in black wet suit riding on a surfboard.,10,828,756,0,5,11,11
A young girl riding a surfboard in the ocean,9,756,684,0,5,0,1
A person on a surfboard on the water.,8,612,540,0,3,261,516
A blurry woman is holding a tennis racquet in the air,11,972,900,0,5,35,186
A woman running across a tennis court in a shirt skirt.,11,972,828,0,5,35,203
a tennis player with a racket on a court ,9,684,540,0,3,108,151
A women looks toward the tennis ball she just hit.  ,10,756,612,0,5,6,59
Three laptop computers and a desktop computer sit next to each other.,12,972,972,0,5,109,735
Four computers are turned on on a desk.,8,828,828,0,5,6,156
a office with three computers spread out everywhere,8,756,756,0,4,2708,10440
Four computers and keyboards arranged on a desk.,8,684,684,0,5,28,200
A lot of computers that are on a computer desk.,10,828,756,0,4,13,187
A pair of men with small mustaches dress as tennis players.,11,828,828,180,3,2618,9595
a couple of men that are standing around with rackets,10,1044,1044,0,5,6,18
Two men with tennis rackets and tennis balls.,8,612,540,0,3,30,92
"Two men wearing polos, headbands and shorts, holding tennis balls and rackets.",12,900,792,72,3,2,11
Two men posing for a picture in a tennis game in a funny way.,14,1188,1044,0,5,26,69
A vase full of white flowers sitting on a wooden table.,11,972,900,0,5,24,53
The table has a flower arrangement in an ornate vase. ,10,756,756,0,3,196,514
a glass vase with some flowers inside of it ,9,684,684,0,3,26,37
A bouquet of flowers on a marble table in the lobby of a business location with an escalator in the background.,21,1548,1116,0,3,220,1056
A vase sitting on top of a table with flowers in it.,12,972,900,0,5,23,13
A woman in white dress playing a game of tennis.,10,756,684,0,3,63,484
A woman holding a lemon by her side and a tennis racquet in the other hand.,16,1188,1044,0,3,118,611
A woman who is holding a tennis racket and scratching her butt.,12,1188,1116,0,6,0,3
A barefoot woman walking with a tennis racket and her hand on her butt. ,14,1116,972,0,5,17,57
A female tennis player lifting up her skirt,8,684,684,0,4,56,507
Two people standing on a tennis court playing tennis,9,756,756,0,5,6,33
Two mean are playing tennis and both are wearing sunglasses.  ,10,900,756,0,4,37,821
Two people playing a game of tennis with rackets.,9,684,684,0,3,0,20
two tennis players on a court with rackets,8,612,612,0,3,2,3
Two men with tennis rackets playing doubles tennis.,8,612,612,0,3,3,6
A couple of women holding game controllers in their hands.,10,828,828,0,5,45,300
There are two women holding objects in their hands.,9,756,756,0,5,149,924
Two women play Wii in a room with a white sofa.,11,900,828,0,5,99,1079
Two woman playing a video game in their living room.,10,828,828,0,5,56,451
"Two girls holding Wii controllers, playing video games in a living room.",12,972,972,0,5,252,2178
Two computer monitors are turned on on a computer desk.,10,972,900,0,5,9,112
Computer with two screens showing both screens and the keyboard.,10,756,720,0,3,28,307
A computer on a desk with two monitors ,8,612,540,0,3,5,14
Two computer monitors behind a keyboard and mouse.,8,612,612,0,3,31,136
A computer desk topped with a laptop computer with two monitors.,11,828,756,0,3,31,203
A living room filled with furniture and  set of glass doors.,11,828,828,0,3,7,20
The living room is clean and is ready to be used. ,11,1332,1188,0,6,34,157
Magenta and plaid furniture sit in a brightly lit living room.,11,972,972,0,5,170,567
An outdated plaid blue couch sits in the living room.,10,828,828,0,5,33,125
"A living room with a couch, chair and a coffee table.",11,828,684,0,3,11,31
Picture of living room with modern furniture and decor,9,684,684,0,3,62,297
A living room with art on the walls and a couch.,11,828,756,0,3,10,38
this is a living room with green couches and paintings,10,756,756,0,3,10,48
a couple of couches in a living room,8,612,540,0,3,1,16
a grey couch and a glass table a very nice house,11,900,828,0,4,133,391
Many kites can be seen in the air through umbrellas.,10,1044,1044,0,5,5,22
"Two kites, one with a smily face fly high in the sunny sky.",13,1116,1116,0,5,32,134
A few kites flying in the blue sky,8,684,684,0,5,4,4
Two kites flying in the sky over an open and closed umbrella.,12,1188,1188,0,6,12,17
Two kites flying directly overhead against a clear blue sky.,10,1116,1116,0,8,17,20
a man wearing an orange shirt holding up a tiny kite,11,900,828,0,4,68,747
This man is showing off the kite he made for his wife,12,1044,972,0,5,12,202
A MAN IS STANDING IN HIS KITCHEN HOLDING A YELLOW KITE,11,1044,900,0,6,5,23
A man holding a yellow kite while standing in a room.,11,828,828,0,5,1,5
A man gets ready to launch a colorful kite on the beach.,12,1188,1116,0,5,69,361
A man is flying a kite on a beach.,9,828,684,0,5,32,125
a man at the beach trying to fly a kite,10,900,828,0,4,37,194
A man holding onto a kite with one hand and spool on the other.,14,1116,1044,0,5,78,329
a person getting ready to fly a kite on the beach,11,1116,1044,0,5,4,49
A man in blue shorts putting together a blue and purple kite on a blue towel at the beach. ,19,1764,1476,0,6,12,37
A man prepares to fly his kite on a sandy beach.,11,1044,972,0,5,52,482
A man fixing a kite on the beach.,8,684,612,0,5,46,278
A young man on the beach assembling a kite.,9,684,612,0,3,2383,10470
A man kneels on the beach preparing a kite.,9,828,756,0,5,356,1765
Buildings with a clock and a crane over head are in this picture. ,13,972,900,0,3,900,3110
A bridge over water near several tall buildings.,8,612,612,0,3,5,7
A large brick building has a clock tower on it.,10,828,756,0,5,220,813
A large building with a clock tower near a river.,10,756,612,0,3,6,38
A bridge over water with buildings and clock tower in the background.,12,900,900,0,3,14,26
